"paperid"|"authorid"|"name"|"affiliation"
"117239"|"7393"|"R. J-B Wets"|""
"118082"|"8511"|"John Parkinson"|""
"118228"|"7393"|"R. J-B Wets"|""
"118648"|"826"|"Emanuele Buratti"|""
"119754"|"3976"|"Peter Gärdenfors"|"Lund University|Cognitive Science Kungshuset"
"120914"|"336"|"Halina Przymusinska"|""
"121205"|"4380"|"Mohsen A. Jafari"|""
"121629"|"3607"|"Antonia Sinachopoulos"|""
"121917"|"4402"|"R. C. Gardner"|""
"122237"|"4203"|"Alan D. Irvine"|"Department of Pediatric Dermatology, Our Lady's Hospital for Sick Children, Crumlin, Dublin"
"122237"|"4203"|"Alan D. Irvine"|""
"122970"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"123847"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"124520"|"435"|"Peter Chalk"|""
"124595"|"1861"|"Bhojaraju Gunjal"|"KM Cyberary"
"124910"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"125166"|"4678"|"Rolf Inge Godøy"|""
"125282"|"2453"|"Helene Rey"|""
"125513"|"2453"|"Hélène REY"|""
"125782"|"2276"|"S. S. Hecht"|"Comprehensive Cancer Center, University of Minnesota, Minneapolis, Minnesota, USA"
"126024"|"3900"|"Y. Pointurier"|""
"126248"|"2763"|"T. Paul Schultz"|""
"127023"|"3897"|"Ravi P. Agarwal"|""
"127184"|"4614"|"I. B. Djordjevic"|""
"127258"|"3900"|"Yvan Pointurier"|""
"127430"|"4402"|"R. C. GARDNER"|"The University of Western Ontario"
"127909"|"8691"|"Reijo Sulonen"|""
"128962"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"129119"|"1246"|"Daniel C. Dennett"|""
"129165"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"129630"|"6747"|"A. S. Rosenthal"|""
"129708"|"6573"|"N. P. Kozlov"|""
"130015"|"5645"|"Nikos C. Kyrpides"|"Integrated Genomics Inc."
"130104"|"5264"|"E Martínez"|""
"130859"|"3585"|"Kamran Zarrineh"|""
"131105"|"5264"|"E. Martínez"|"Dermatology and"
"131156"|"5836"|"Dexter P. Bradshaw"|""
"131557"|"1246"|"D. C. Dennett"|""
"131984"|"874"|"Esselina Macome"|""
"134862"|"5264"|"E MARTINEZ"|""
"134952"|"811"|"Lutz Schlesinger"|""
"135501"|"7703"|"Michael F. Doherty"|""
"135603"|"7703"|"Michael F. Doherty"|""
"136320"|"1246"|"Daniel Dennett"|""
"136767"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"137726"|"6683"|"K. Mulmuley"|"The University of Chicago"
"138408"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"138420"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"138420"|"3874"|"Thomas Schneider"|""
"138492"|"659"|"Douglas E. Comer"|"Department of Computer Sciences|Purdue University"
"138526"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"138832"|"3649"|"Harith Alani"|"Multimedia Group|University of Southampton"
"138833"|"1312"|"Sing Bing Kang"|""
"139335"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"139953"|"800"|"S. B. Rasmussen"|"ICAT (Interdisciplinary Centre for Catalysis) and Department of Chemistry, Technical University of Denmark, DK 2800 Denmark"
"140223"|"1963"|"Wafic A. Sabra"|"Humboldt-Universität, Institut für Physik, Invalidenstraße 110, 10115 Berlin, Germany"
"140299"|"4402"|"ROBERT C. GARDNER"|"University of Western Ontario"
"140584"|"6783"|"Sebastian Mika"|"GMD FIRST Kekuléstr. 7 D-12489 Berlin Germany"
"140857"|"7062"|"Luís Monteiro"|""
"140957"|"2453"|"Helene Rey"|"NBER Contributor"
"140957"|"2453"|"H Rey"|""
"141359"|"3876"|"T. Werner"|""
"142455"|"7742"|"Jianlin Luo"|"Chinese Academy of Sciences Beijing National Laboratory for Condensed Matter Physics, Institute of Physics Beijing 100190 China"
"143200"|"4908"|"Ronald D. Owston"|""
"143377"|"2236"|"A. Avetissian"|"Yerevan Physics Institute, 375036 Yerevan, Armenia"
"143623"|"4057"|"E. Talik"|"Institute of Physics, University of Silesia, Universytecka 4, 40007 Katowice, Poland"
"144172"|"2528"|"J. Mazziotta"|""
"144313"|"7703"|"M. F. Doherty"|""
"144610"|"1312"|"Sing Bing Kang"|""
"144775"|"55"|"Jose Pereira"|""
"144775"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"145200"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"145388"|"1312"|"S. B. Kang"|""
"145399"|"1725"|"Nir Cohen"|""
"145758"|"2276"|"S. S. Hecht"|""
"145802"|"6874"|"M Salem"|""
"145925"|"8691"|"Reijo Sulonen"|"Aalto University School of Science and Technology Department of Computer Science and Engineering Finland"
"147290"|"8874"|"R. Chandramouli"|""
"148009"|"339"|"Jaehoon Kim"|"Department of Computer Science, Sogang University, 1-1 Shinsu-Dong Mapo-Gu, Seoul, Korea 121-742"
"148199"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"149080"|"6683"|"Ketan Mulmuley"|"The University of Chicago USA USA"
"149115"|"1476"|"Sweder van Wijnbergen"|""
"149789"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"149923"|"2276"|"Stephen Hecht"|""
"150370"|"4402"|"R. C. Gardner"|"University of Western Ontario and Philippine Normal College"
"150394"|"2528"|"John C. Mazziotta"|"1Laboratory of Neuro Imaging, ,Ahmanson-Lovelace Brain Mapping Center, Neuropsychiatric Institute, , Department of"
"151248"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"151363"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"151974"|"2276"|"Stephen S. Hecht"|""
"152036"|"7066"|"Antonio Gomes Correia"|"Universidade do Minho"
"152036"|"7066"|"A. Gomes Correia"|"Department of Civil Engineering, University of Minho, Campus de Azurém, 4800-058, Guimarães, Portugal"
"152253"|"5264"|"E. Martínez"|""
"152711"|"5808"|"Thomas Young"|""
"153288"|"1656"|"D. Thers"|""
"153324"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"153437"|"1312"|"Sing Bing Kang"|""
"154232"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"154377"|"2783"|"Jorge Vargas"|""
"154377"|"2783"|"Jorge Antonio Vargas"|"Universidad Nacional de Córdoba"
"155167"|"2763"|"T. Paul Schultz"|"The Rand Corporation, 1700 Main St., 90406 Santa Monica, California"
"155362"|"4203"|"Alan D. Irvine"|""
"155362"|"4203"|"Alan D. Irvine"|"Dept of Dermatology, Royal Victoria Hospital, Belfast, Ireland"
"155441"|"4039"|"Yashwant K. Malaiya"|""
"155499"|"6554"|"M. Tomsic"|""
"156007"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"156376"|"4632"|"R. Ortega"|""
"156418"|"2402"|"Peter J. Olver"|""
"156529"|"7521"|"David Alex Lamb"|""
"156896"|"4078"|"Asger Lunde"|""
"157084"|"7393"|"Roger Wets"|"Ceremade Université Paris IX F-75775 Paris Cedex 16 F-75775 Paris Cedex 16"
"157249"|"4375"|"Van Loosdrecht M. C. M"|""
"157653"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"157743"|"4402"|"Robert C. GARDNER"|""
"157789"|"6827"|"William A. Masters"|""
"158019"|"5380"|"D. Ringach"|""
"158141"|"1312"|"Sing Bing Kang"|"Computer Dept"
"158146"|"7915"|"D Walther"|"Universität Bochum, D-44780 Bochum, FRG"
"159014"|"6089"|"Robert Lindhof"|""
"160168"|"2845"|"Warren N. Waggenspack Jr."|""
"160532"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"160549"|"3897"|"Ravi P. Agarwal"|"Department of Mathematical Sciences, Florida Institute of Technology, Melbourne, FL 32901-6975, USA"
"160561"|"5264"|"Elisabeth Martinez"|"South Texas Health Research Center, University of Texas Health Science Center at San Antonio, USA"
"160589"|"6683"|"Ketan Mulmuley"|""
"160632"|"3649"|"Harith Alani"|""
"160905"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"161497"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"161561"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"161647"|"8785"|"Jennifer A. Doudna"|""
"162416"|"3298"|"Jacobus E. Van Der Merwe"|"Microsoft Research"
"162614"|"2528"|"J. Mazziotta"|""
"163200"|"4203"|"Alan D. Irvine"|"National Children's Research Centre, Our Lady's Children's Hospital, Dublin, Ireland"
"163200"|"4203"|"Alan D. Irvine"|""
"163366"|"7393"|"R. J. B. Wets"|"IIASA, Laxenburg, Austria, A -2361"
"163634"|"5264"|"E. Martinez"|""
"163883"|"4614"|"Ivan Djordjevic"|""
"164486"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"164632"|"1312"|"Sing Bing Kang"|"Microsoft Research|Hebrew University of Jerusalem"
"164639"|"1246"|"Daniel C. Dennett"|""
"164850"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"164963"|"7915"|"D. Walther"|""
"164965"|"2276"|"Stephen Hecht"|"The Cancer Center University of Minnesota Minneapolis MN 55455 USA"
"165059"|"6768"|"George Nagy"|"ECSE, RPI 12180-3590 Troy NY USA 12180-3590 Troy NY USA"
"166042"|"3649"|"Harith Alani"|"University of Southampton"
"166260"|"2842"|"A METWALLY"|""
"166298"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"167102"|"4272"|"R. A. Cahill"|"Depts of Academic Surgery, Cork University Hospital and N.U.I. (Cork), Ireland"
"167102"|"4272"|"Ronan A. Cahill"|"Royal College of Surgeons of Ireland"
"167316"|"228"|"Hafez Hadinejad-Mahram"|"University of Michigan"
"167465"|"587"|"Jörg Dahmen"|"Lehrstuhl fur Informatik|University of Technology"
"167523"|"8341"|"M. Russo"|""
"167588"|"7915"|"D. Walther"|"Universität Bochum D-4630 Bochum Germany"
"167602"|"6969"|"José M. Machado"|"Centro de CIM"
"167677"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"168452"|"1906"|"Martin Korte"|""
"168553"|"3516"|"Alessandro Artale"|""
"168669"|"1246"|"Daniel C. Dennett"|"Center for Cognitive Studies|Tufts University"
"169337"|"2276"|"S. S. Hecht"|""
"169458"|"4149"|"CHARLES W. STEINFIELD"|""
"169774"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"170132"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"170225"|"2300"|"Nicholas T. Basta"|""
"170551"|"2763"|"T Paul Schultz"|""
"170939"|"8316"|"Jur P. van den Berg"|""
"171057"|"3897"|"R. P. Agarwal"|""
"171132"|"6874"|"Mohammed Abdel-Megeed Mohammed Salem"|"Ain Shams University in Cairo"
"171302"|"6827"|"William A. Masters"|""
"172114"|"4402"|"ROBERT C. GARDNER"|""
"172152"|"7066"|"António Gomes Correia"|""
"172152"|"7066"|"Antonio Gomes Correia"|"Universidade do Minho"
"172351"|"6827"|"William A. Masters"|""
"172551"|"2276"|"Stephen S. Hecht"|""
"172611"|"6866"|"Rakesh Ghiya"|""
"172943"|"3711"|"L. Hojgaard"|""
"173036"|"4402"|"Robert Gardner"|""
"173128"|"1832"|"D. M. Chiu"|"Department of Information Engineering|Chinese University of Hong Kong"
"173796"|"4057"|"E. Talik"|""
"174405"|"7853"|"Bradley E. Kratochvil"|""
"174439"|"4272"|"Ronan A. Cahill"|"Royal College of Surgeons of Ireland"
"174439"|"4272"|"R. A. Cahill"|"Department of Colorectal Surgery, John Radcliffe Hospital, Headley Way, Headington, Oxford, OX3 9DU UK"
"174625"|"426"|"Michael Thomas"|"California Institute of Technology"
"174799"|"6874"|"M. Salem"|"Mechanical Department, Faculty of Industrial Education, Sohag University, Sohag, Egypt"
"174889"|"6866"|"Rakesh Ghiya"|"School of Computer Science|McGill University"
"174905"|"6762"|"S. Afshar"|"Iran University of Science and Technology (IUST), Department of Chemical Engineering, Narmak, Tehran, Iran"
"175316"|"5920"|"Bruce R. Land"|""
"175640"|"8044"|"Daniel Bar-Tal"|""
"176727"|"6683"|"K. Mulmuley"|""
"177397"|"3545"|"K. H. Ng"|""
"177624"|"7915"|"D. Walther"|"Universitat Bonn"
"178104"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"178136"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"178367"|"7703"|"M. F. Doherty"|""
"178422"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"178497"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"178768"|"1312"|"Sing Bing Kang"|"Microsoft Research|Chinese Academy of Sciences|Microsoft Research"
"178944"|"1832"|"Dah Ming Chiu"|"Department of Information Engineering|Chinese University of Hong Kong"
"179159"|"2528"|"JOHN C. MAZZIOTTA"|""
"179163"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"179710"|"2394"|"Dean R. Tolan"|""
"179733"|"7853"|"Bradley E. Kratochvil"|"Institute of Robotics"
"179914"|"5808"|"T Young"|"Department of Mechanical and Aeronautical Engineering, University of Limerick, Limerick, Ireland"
"180802"|"7703"|"M. F. Doherty"|""
"181068"|"7915"|"D. Walther"|""
"181395"|"1246"|"Dan Dennett"|""
"181636"|"6897"|"E. V-bateson"|""
"181646"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"181674"|"8044"|"D Bar-Tal"|""
"181929"|"4402"|"Robert Gardner"|""
"182097"|"2236"|"A. Avetissian"|""
"182437"|"3897"|"Ravi P. Agarwal"|"Department of Mathematical Sciences, Florida Institute of Technology, 150 West University Boulevard, Melbourne, FL 32901, USA"
"182587"|"287"|"Mitchell D. Theys"|""
"183079"|"4039"|"Y. K. Malaiya"|"Department of Computer Science|Colorado State University"
"183335"|"4678"|"Rolf Inge Godøy"|""
"183721"|"6303"|"S. P. Kuo"|""
"183847"|"3874"|"Thomas Schneider"|"Horst Görtz Institute for IT-Security, Ruhr-University Bochum, Germany"
"183847"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"184638"|"3298"|"Jacobus E. Van Der Merwe"|""
"184788"|"6337"|"John A. Muckstadt"|""
"184990"|"4272"|"Ronan A. Cahill"|"Department of Surgery, NUI (Cork), Cork University Hospital, Cork, Ireland"
"184990"|"4272"|"Ronan A. Cahill"|"Royal College of Surgeons of Ireland"
"185529"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"185713"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"185904"|"5659"|"Yoichi Sato"|""
"186086"|"336"|"Halina Przymusinska"|""
"187318"|"6303"|"Spencer P. Kuo"|""
"187627"|"8495"|"David Carrera"|"Technical University of Catalonia (UPC) - Barcelona Supercomputing Center (BSC) Barcelona Spain"
"187627"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"187809"|"2453"|"Hélène Rey"|""
"188579"|"2894"|"P WARREN"|""
"188583"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"188607"|"4402"|"Robert Gardner"|""
"189150"|"2276"|"Stephen S. Hecht"|"Division of Chemical Carcinogenesis|Naylor Dana Institute for Disease Prevention"
"189420"|"7915"|"D. Walther"|"Universität München, D-80333 München, Germany"
"189591"|"6747"|"Arnon Rosenthal"|""
"190103"|"8263"|"Shlomo Bentin"|"Department of Psychology|Hebrew University of Jerusalem"
"190241"|"2453"|"Hélène Rey"|"NATIONAL BUREAU OF ECONOMIC RESEARCH"
"190717"|"7703"|"Michael F. Doherty"|""
"190921"|"4272"|"Ronan A Cahill"|"Department of General Surgery, Waterford Regional Hospital, Waterford, Ireland"
"190921"|"4272"|"Ronan A. Cahill"|"Royal College of Surgeons of Ireland"
"190935"|"6059"|"J. F. Rembetski"|""
"191079"|"3105"|"Andrzej Komosa"|""
"191216"|"6303"|"S. P. Kuo"|""
"191340"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"191340"|"55"|"J. Pereira"|""
"192470"|"724"|"Clarisse Dhaenens"|"Bât M3-Cité Scientifique, LIFL-Université de Lille1, 59655 Villeneuve d’Ascq Cedex, France"
"193049"|"2276"|"Stephen S. Hecht"|""
"193176"|"2300"|"Nicholas T. Basta"|""
"193223"|"7457"|"X. Y. Li"|""
"193237"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"194331"|"2276"|"Stephen S. Hecht"|""
"194623"|"6783"|"S. Mika"|""
"194664"|"2948"|"Janet Carter"|"Cambridge U."
"194911"|"2402"|"Peter J Olver"|""
"195062"|"1460"|"Michael Debellis"|"Center for Strategic Technology Research Andersen Consulting"
"195086"|"3900"|"Yvan Pointurier"|"Alcatel-Lucent Bell Labs, 91620 Nozay, France"
"195117"|"3900"|"Yvan Pointurier"|"Athens Information Technology"
"195557"|"976"|"F Alber"|"International School for Advanced Studies, Via Beirut, 4, I-34014 Trieste, Italy"
"195905"|"1328"|"Marc A. Najork"|""
"196054"|"2276"|"S. S. Hecht"|""
"196395"|"8101"|"Kenneth Sauer"|"Melvin Calvin Laboratory, Physical Biosciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA, 94720, USA"
"196498"|"1592"|"Erika Rice"|""
"197557"|"1312"|"Sing Bing Kang"|""
"197643"|"6683"|"Ketan Mulmuley"|"University of Chicago"
"197854"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"197892"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"198033"|"2276"|"Stephen S. Hecht"|""
"198354"|"6425"|"Fumiyasu Asai"|""
"198642"|"8044"|"Daniel Bar-Tal"|"Tel-Aviv U School of Education, Ramat-Aviv, Israel"
"198698"|"7703"|"Michael F. Doherty"|""
"198790"|"2276"|"Stephen S. Hecht"|""
"198926"|"6747"|"A. Rosenthal"|""
"199035"|"3995"|"R. S. Conroy"|""
"199069"|"2948"|"Janet Carter"|"Cambridge U."
"199201"|"1832"|"Dah Ming Chiu"|"Chinese University of Hong Kong|Applied Science & Technology Research Institute"
"199523"|"4272"|"R. A. Cahill"|"Beaumont Hospital Departments of Surgery, Royal College of Surgeons in Ireland Dublin 9 Ireland"
"199523"|"4272"|"Ronan A. Cahill"|"Royal College of Surgeons of Ireland"
"199613"|"5659"|"Yoichi Sato"|""
"199772"|"1832"|"D. M. Chiu"|"Department of Information Engineering|Chinese University of Hong Kong"
"199974"|"7703"|"Michael F. Doherty"|""
"200811"|"1312"|"Sing Bing Kang"|"Digital Equipment Corporation|Cambridge Research Lab"
"200828"|"4272"|"Ronan A. Cahill"|""
"200828"|"4272"|"Ronan A. Cahill"|"Royal College of Surgeons of Ireland"
"200871"|"1246"|"D. C. Dennett"|""
"201171"|"7630"|"T. Alber"|""
"202352"|"4203"|"Alan D. Irvine"|""
"202352"|"4203"|"A. Irvine"|""
"202465"|"1841"|"J SEKHAR"|""
"202571"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"203353"|"3900"|"Y. Pointurier"|""
"203425"|"6762"|"Shahrara Afshar"|""
"203695"|"2402"|"Peter J. Olver"|"School of Mathematics, University of Minnesota, 127 Vincent Hall, 206 Church St. SE, Minneapolis, MN 55455, USA"
"204731"|"3897"|"Ravi P. Agarwal"|"Department of Mathematics, Florida Institute of Technology, Melbourne, FL 32901, USA"
"204771"|"1246"|"D. Dennett"|""
"204924"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"204936"|"1312"|"Sing Bing Kang"|"Microsoft Corporation, Cambridge, UK"
"205116"|"1841"|"J SEKHAR"|""
"205182"|"2763"|"T. Paul Schultz"|""
"205202"|"7066"|"António Gomes Correia"|""
"205202"|"7066"|"Antonio Gomes Correia"|"Universidade do Minho"
"205242"|"5920"|"Bruce R. Land"|""
"205342"|"2848"|"Stephen W. Salant"|"NATIONAL BUREAU OF ECONOMIC RESEARCH"
"207632"|"1508"|"Jonathan J. Oliver"|"Dept . Computer Science , Monash University , Clayton Vic"
"207703"|"6303"|"S. P. Kuo"|""
"207882"|"4614"|"Ivan B. Djordjevic"|""
"208117"|"6874"|"Mohammed Abdel-Megeed Mohammed Salem"|"Ain Shams University in Cairo"
"208183"|"2948"|"Janet Carter"|"Cambridge U."
"208348"|"4380"|"Mohsen A. Jafari"|""
"208521"|"2783"|"Jorge Antonio Vargas"|"Universidad Nacional de Córdoba"
"208944"|"5333"|"C. Ratsch"|""
"209022"|"3516"|"Alessandro Artale"|""
"209390"|"6827"|"William A. Masters"|"Purdue University"
"209393"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"209987"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"210326"|"4071"|"David C. Bloom"|""
"210856"|"6597"|"C. O'toole"|""
"212137"|"2276"|"Stephen S Hecht"|""
"212235"|"426"|"Michael Thomas"|"California Institute of Technology"
"212235"|"426"|"M. Thomas"|""
"212374"|"3198"|"S. Ceresara"|""
"212550"|"2300"|"Nicholas T. Basta"|""
"212618"|"1539"|"Tryphon T. Georgiou"|""
"212636"|"2783"|"Jorge A. Vargas"|""
"212636"|"2783"|"Jorge Antonio Vargas"|"Universidad Nacional de Córdoba"
"212786"|"2528"|"J. C. Mazziotta"|""
"213098"|"7530"|"Jose A. Senso"|""
"213101"|"5264"|"E Martínez"|""
"213208"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"213208"|"8495"|"David Carrera"|"European Center for Parallelism of Barcelona|Computer Architecture Department"
"213656"|"8147"|"Assaf Shacham"|""
"213879"|"8011"|"R Thalmann"|""
"214156"|"3897"|"Ravi P. Agarwal"|"Department of Mathematics, Florida Institute of Technology, Melbourne, FL 32901, USA"
"214442"|"4614"|"Ivan B. Djordjevic"|""
"214584"|"6747"|"Arnon Rosenthal"|""
"215083"|"8566"|"María José Castro Bleda"|""
"215098"|"5333"|"Christian Ratsch"|""
"215301"|"1302"|"Deborah Hix"|"Virginia Tech|Systems Research Center"
"216358"|"6877"|"David R. Morrison"|"Department of Mathematics|Duke University"
"216444"|"1312"|"Sing Bing Kang"|""
