id|title|year|conferenceid|journalid|keyword
1815575||1999|0|8204|Neuropeptide; Vagus; Autonomic nervous system; Hepatic microcirculation
1815902|A naturalistic perspective on intentionality. Interview with Daniel Dennett|2002|0|13544|
1817529|Preliminary X-ray data for the galactose binding protein from Salmonella typhimurium*1|1981|0|7737|
1817653|Fast and Efficient Computation of Additively Weighted Voronoi Cells for Applications in Molecular Biology|1998|394|0|
1817653|Fast and Efficient Computation of Additively Weighted Voronoi Cells for Applications in Molecular Biology|1998|394|0|
1817828||2011|0|4175|
1817865|Postoperative analgesia with fascia iliaca block in elderly patients with hip fracture: A-494|2006|0|3120|
1817868|Esophageal giant ulcer in primary human immunodeficiency virus infection is associated with an infiltration of activated T cells|2007|0|4253|
1818393|Explanation of Birth Rate Changes over Space and Time: A Study of Taiwan.|1973|0|4915|
1818633|Ontologies in Portal Design|2007|0|0|
1818633|Ontologies in Portal Design|2007|0|0|
1818768|Comments on "Decomposition of Complex Multipliers Using Polynomial Encoding|1994|0|18|
1818814|Is Appearance-Based Structure from Motion Viable?|1999|1738|0|
1818924|The Practical Requirements for Making a Conscious Robot|1994|0|16867|
1819569|Spam, Damn Spam, and Statistics|2004|483|0|Keywords Web characterization, web spam, statistical properties of web pages
1819723||2010|0|0|
1819740|Mass Generation from Lie Algebra Extensions|2003|0|8440|KEY WORDS: geometry; gauge fields; algebra extensions.
1819903|Effect of multi-walled carbon nanotubes on the vibration-reduction behavior of cement|2007|0|0|
1820046|Higher-order truths about chmess|2006|0|12994|
1820088|On the Integration of Lexical and Spatial Data in a Unified High-Level Model|1989|617|0|
1820178|Brainstorms: Philosophical Essays on Mind and Psychology|1981|0|0|
1820391|Finding Overlapping Components with MML|2000|0|938|
1820820|Abstract Interpretation of Polymorphic Functions|1989|997|0|
1821041|A Temporal Description Logic for Reasoning over Conceptual Schemas and Queries|2002|116|0|
1821274|Vapor-liquid phase equilibrium in systems with multiple chemical reactions|1995|0|1946|
1821524|Semi-global L2 gain analysis for kth-degree systems based on reachable set analysis|1998|4293|0|
1821687||1999|0|7963|
1821769|Targeting Metastable Coiled-Coil Domains by Computational Design|2008|0|2083|
1822048|MASmote – A Mobility Node for MAS-net (Mobile Actuator Sensor Networks)|2004|2783|0|
1822079|X-ray structure of the GCN4 leucine zipper, a two-stranded, parallel coiled coil|1991|0|248|
1822110|Searching For The Optimal Landslide Size|2008|0|0|
1822210|Parallel exact methods for multi-objective combinatorial optimization|2006|0|0|
1822285|Each to his own: how different users call for different interaction methods in recommender systems|2011|0|0|human-computer interaction|preference elicitation methods|recommender systems|usability|user experience|user interfaces
1822651|Bank restructuring and enterprise reform|0|0|0|
1822706|EXPLORING THE ATTRACTIVENESS OF GCC REAL ESTATE MARKETS TO GLOBAL REAL ESTATE INVESTORS|2008|0|0|Key words: International real estate investors, real estate investment strategies, GCC real estate markets.
1822770|Estruturas de covariância de peso em função da idade de animais Nelore das regiões Sudeste e Centro-Oeste do Brasil|2008|0|8755|Keywords: beef cattle, covariance function, growth trajectory, random regression
1823122|Lymphocyte numbers in endogenous depression|1987|0|9926|
1823427||1998|0|4613|Technical change; Sustainability; Crop–livestock interactions
1823479|Incisional wound healing in swine after electroporation of TGF-beta 1 plasmid DNA|2004|0|4050|
1823729|Flexible multielectrodes can resolve multiple muscles in an insect appendage|2007|0|8009|
1823790|A Comparison Study of Static Mapping Heuristics for a Class of Meta-tasks on Heterogeneous Computing Systems|1999|1047|0|
1823836|The Ubiquitous B-Tree|1979|0|210|Keywords and Phrases: B-tree, B*-tree, B+-tree, file organization, index
1823920|Lower Bounds in a Parallel Model without Bit Operations|1999|0|147|Key words. computational complexity, parallel algorithms, lower bounds
1824008|Restrictions of discrete series to $\mathfrak{sl}(2, \mathbf{R})$|1993|0|7345|
1824008|Restrictions of discrete series to $\mathfrak{sl}(2, \mathbf{R})$|1993|0|7345|
1824973|The Survival of Noise Traders in Financial Markets|1988|0|0|
1825706|Upper Bound on the Ground-State Energy for the FRÖHLICH Polaron in a Magnetic Field|1994|0|8520|
1825799|A fourth-order compact finite difference method for nonlinear higher-order multi-point boundary value problems|2011|0|4496|
1826400|Filaggrin mutations, atopic eczema, hay fever, and asthma in children|2008|0|3443|
1826400|Filaggrin mutations, atopic eczema, hay fever, and asthma in children|2008|0|3443|
1826475|Ensuring safe obstacle avoidance in a shared-control system|1999|1957|0|
1826561|Conductivity type change in MeCr2S4 spinels Analysis of the energy band structure peculiarities|1992|0|8582|
1826854|On Time Optimal Supernode Shape|1999|214|0|
1827564|ATLAS measurements of the properties of jets for boosted particle searches|2012|0|0|Particle Physics - Experiment
1828660|Investigating a causal model of second language acquisition: Where does personality fit?|1984|0|9570|
1828827|Kinetics and Modeling of L-6-[18F]Fluoro-DOPA in Human Positron Emission Tomographic Studies|1991|0|7978|
1829070|A pragmatic procedure to support the user-centric evaluation of recommender systems|2011|0|0|recommender systems|user experience|user-centric evaluation
1829401|Maximum Likelihood Trees from DNA Sequences: A Peculiar Statistical Estimation Problem|1995|0|6182|
1829660|Electromagnetic interactions between biological tissues and implantable biotelemetry systems|2005|4393|0|
1829741|Remediation of Heavy Metal- Contaminated Soil Using Rock Phosphate|1998|0|0|
1829876|Embedded SFE: Ooading Server and Network using Hardware Tokens|0|0|0|
1829876|Embedded SFE: Ooading Server and Network using Hardware Tokens|0|0|0|
1830270|Characterization of the Human Dopamine Transporter Heterologously Expressed in BHK-21 Cells|1998|0|7913|KEY WORDS: Semliki Forest virus; dopamine transporter; expression.
1830354|Eco-nomics implications of p2p traffic on isp peering|2006|0|0|
1830551|Orthogonal Functions and Polynomials|0|0|0|
1830676|Health and Labour-Force Participation of the Elderly in Taiwan|2002|0|0|Labor Force Participation, Elderly, Health Status, National Health Insurance, Taiwan
1831308|A Genetic Algorithm for Feature Selection in Data-Mining for Genetics|2001|0|0|
1831830|Minería textual|2004|0|11282|
1832385||0|0|0|
1832762|L'apoptosi nella fisiologia e nella patologia umana|0|0|0|
1833734||2009|0|8156|
1834592||2004|0|391|
1835133|Numerical Verification of Solutions for Generalized Obstacle Problems|2003|0|0|
1835307|Human Brain Function|2000|0|8018|
1836292|Neurotoxic effects of TDP-43 overexpression in C. elegans|2010|0|7711|
1836292|Neurotoxic effects of TDP-43 overexpression in C. elegans|2010|0|7711|
1836547|Thermal ablation of PMMA for water release using a microheater|2006|0|5573|
1836802|Physical attractiveness and its relationship to sex-role stereotyping|1976|0|9992|
1837538|Thinking Now-Points in Music-Related Movement|2010|0|0|
1837603|Management of Multidimensional Aggregates for Efficient Online Analytical Processing|1999|53|0|
1837664|Diffusion Model Of Dapsone Release Through A Controlled Drug Delivery Device|1998|537|0|
1837664|Diffusion Model Of Dapsone Release Through A Controlled Drug Delivery Device|1998|537|0|
1837998|Report A Report of a Surgical Case of Papillary Fibroelastoma in the Left Ventricular Outflow Tract|0|0|0|Key words: cardiac surgery, papillary fibroelastoma, left ventricular tumor, transesophageal echocardiography
1838861|MEXICAN LAW IN CALIFORNIA AND TEXAS COURTS AND THE (LACK OF) APPLICATION OF FOREIGN LAW IN MEXICAN COURTS|0|0|0|
1839262|Reflections on''Minds,  Brains,  and Programs''in|1981|0|0|
1839620|ON SOME INEQUALITIES FOR BETA AND GAMMA FUNCTIONS VIA SOME CLASSICAL INEQUALITIES|0|0|0|
1839811|Peculiarities of ANbO3 compounds energy band structure|1988|0|8401|
1840213|The Idea of Full-Computerized Decision Making According to the Weather Forecast|2004|0|0|
1840213|The Idea of Full-Computerized Decision Making According to the Weather Forecast|2004|0|0|
1840547|Performance analysis of CDMA mobile systems using antenna arrays and multi-user detection|1998|4998|0|
1840685|Subsampling realised kernels|2011|0|4862|Long run variance estimator; Market frictions; Quadratic variation; Realised kernel; Realised variance; Subsampling
1840803|The Political Economy of Agricultural Policy: Global Trends and Future Prospects|0|0|0|
1841004|Joint feature and classifier design for OCR|1995|1083|0|
1841967|Temporal evolution of parametrically excited instabilities in a magnetized plasma|1981|0|16679|
1842150|Says Who?: Epistemic Authority Effects in Social Judgment|2005|0|9485|
1842524|Informed prefetching and caching|1995|0|190|
1842680|The seismic and hydroacoustic stations on Socorro Island: Early results|2007|0|0|
1842828|Virtual Istrumentation|0|0|0|
1842867|MODELING ELECTRICITY TRADE IN SOUTHERN AFRICA Summary of Second Year Final Report|0|0|0|
1843132|A Recursive Identification Controller for Trajectory Tracking|1987|0|14810|
1843653|A Framework for Multiple Authorization Types in a Healthcare Application System|2001|265|0|
1843859|Adaptive BCJR Equalizer in Suppression of Intrachannel Nonlinearities|2006|4606|0|
1844725|Novis: a visual laboratory for exploring the design of processor arrays|1992|0|144|
1844943|Optimisation of a PIFA Antenna Using Genetic Algorithms|0|0|0|
1845338|Flows on homogeneous spaces and Diophantine approximation on manifolds|1998|0|0|Number Theory, Dynamical Systems, 11J13, 11J83, 22E99, 57S25
1845348|RF Interface for Intelligent Arterial Pressure Sensor Based in RFID Technology|0|0|0|
1845523|Letter: Some Remarks on the Coupling Prescription of Teleparallel Gravity|2004|0|8410|KEY WORDS: Teleparallel gravity; gravitational coupling; spinor fields; Dirac equation.
1846507|la comunicación: un campo de conocimiento en construcción Reflexiones sobre la comunicación social en Colombia |2005|0|0|
1848311|Electronic structure of TbNi 2Ge 2 by the XPS method|2004|0|8467|XPS; Electronic structure; Magnetic moment
1848794|RANAVIRUS INFECTION OF FREE-RANGING AND CAPTIVE BOX TURTLES AND TORTOISES IN THE UNITED STATES|2008|0|0|Key words: FV3, iridovirus, Ranavirus, reptiles, tortoises, turtles.
1849158|Reachability Test in Petri Nets by Gr?bner Bases|0|0|0|
1849662|High Speed Homology Search with FPGAs|2002|1503|0|
1850030|Folding a De Novo Designed Peptide into an α-Helix through Hydrophobic Binding by a Bowl-Shaped Host|2006|0|13152|
1850216|Detecting quilted web pages at scale|2012|0|0|phrase-level duplication|scalable algorithms|web spam detection
1851099|Contour Integrals Involving Multi-valued Functions|0|0|0|
1851410|Indented Contour Integrals|0|0|0|
1851966|Piecewise Continuous and Periodic Functions|0|0|0|
1851981|Predicting Committee Behavior in Majority Rule Voting Experiments|1990|0|5003|
1852459|Dimensional reduction, gauged /D=5 supergravity and brane solutions|2000|0|8558|
1852651|Parametric excitation of coupled plasma waves|1978|0|8556|
1852839|The Complex EGI: A New Representation for 3-D Pose Determination|1993|0|25|
1853826|Spin Muon Collaboration (SMC)|0|0|0|
1853839||2010|0|2950|
1853839||2010|0|2950|
1855632|Exchange Rates, Equity Prices and Capital Flows|2003|0|0|capital flows; equity flows; forex hedging; market incompleteness
1855666|Evolution, teleology, intentionality|1993|0|7889|
1856546|Dynamic Logic Programming|1998|127|0|
1856609|Club Formation by Rational Sharing: Content, Viability and Community Structure|2005|0|299|
1857680|Basic-level categorization of intermediate complexity fragments reveals top-down effects of expertise in visual perception|2011|0|0|
1858219|Chapter 13 Education investments and returns|1988|0|14595|
1858404|On the Offline Physical Layer Impairment Aware RWA algorithms in transparent optical networks: State-of-the-art and beyond|2009|-1|0|
1858587|The use of cognitive behavioural therapy with people with schizophrenia|1992|0|10801|
1859374|Adaptation in Statistical Pattern Recognition Using Tangent Vectors|2004|0|25|
1859823||2005|0|3390|
1859967||2010|0|14673|
1860045|Invariant Modules and the Reduction of Nonlinear Partial Differential Equations to Dynamical Systems|1999|0|0|Exactly Solvable and Integrable Systems, Nonlinear Sciences - Exactly Solvable and Integrable Systems
1860629|Reading Street Names from Maps - Technical Challenges|0|0|0|
1860906|Predictive tree encoding of still images with vector quantization|1990|0|793|Key words : Image coding, Still image, Block quantization, Predictive coding, Convolutional code.
1861370|Total Energy Shaping Control of Mechanical Systems: Simplifying the Matching Equations Via Coordinate Changes|0|0|0|
1861472|The Survival of Noise Traders in Financial Markets|1991|0|4829|
1861997|Optimal Learning on Climate Change: Why Climate Skeptics should reduce Emissions|2012|0|0|climate policy; global warming; climate skepticism; active learning; irreversibilities
1862165|Thyrotropin-releasing hormone (TRH) in the dorsal vagal complex (DVC) increases the pancreatic blood flow in rats|2000|0|3223|
1862169|Bayesian Methods for Measures of Agreement: Book Reviews|2010|0|4930|
1863675|Formalising temporal constraints on part-whole relations|2008|127|0|
1863688|The Role of Aptitude, Attitudes, Motivation, and Language Use on Second-Language Acquisition and Retention|1990|0|9570|
1863724||2012|0|0|Particle Physics - Experiment
1863928|Artificial Intelligence and Musical Cognition: Discussion|1994|0|16867|
1864345||2010|0|7665|Mesenchymal stromal cells; Immunosuppressive properties; Prostaglandin E2; Dendritic cells; T lymphocytes
1865052|Diffusion and spillover of new technology: a heterogeneous-agent model for cassava in West Africa|2006|0|4613|
1865591|PMC12 VALIDATION OF HEALTH CARE RESOURCE USE QUESTIONNAIRES IN MEXICO|2009|0|8328|
1865936|A comprehensive kinetic meniscus model for prediction of long-term static friction|1999|0|8449|Tribology and mechanical contacts, Mechanical properties; surface strains, Friction, lubrication, and wear
1865983|Editorial Announcement|2011|0|7103|
1866029|X-Ray Damage to the Mn (4) Ca Complex in Single Crystals of Photosystem. II: a Case Study for Metalloprotein Crystallography|2006|0|0|59 BASIC BIOLOGICAL SCIENCESCRYSTALLOGRAPHY, METALLOPROTEINS, MONOCRYSTALS,Other,OTHER
1866080|Learning Another Language: a True Social Psychological Experiment|1983|0|9783|
1866316|Phosphorylated and ubiquitinated TDP-43 pathological inclusions in ALS and FTLD-U are recapitulated in SH-SY5Y cells|2009|0|1601|TDP-43; FTLD-U; ALS; Phosphorylation; Ubiquitination
1866316|Phosphorylated and ubiquitinated TDP-43 pathological inclusions in ALS and FTLD-U are recapitulated in SH-SY5Y cells|2009|0|1601|TDP-43; FTLD-U; ALS; Phosphorylation; Ubiquitination
1867170||0|0|0|
1867293|Lipoatrophic panniculitis of the ankles|2006|0|2881|
1867293|Lipoatrophic panniculitis of the ankles|2006|0|2881|
1867603|A Model to Evaluate Certificate Revocation|2000|0|0|
1868107|Synthesis of reactive distillation systems with multiple equilibrium chemical reactions|1995|0|5383|
1868160|Some Remarks on the Coupling Prescription of Teleparallel Gravity|0|0|0|Keywords: teleparallel gravity, gravitational coupling, spinor fields, Dirac equation.
1868338|First-class views: a key to user-centered computing|1999|0|253|
1869241|Object Oriented Programming in Parallel Scientific Computing: An Overview of the Special Issue|1996|0|453|
1869403|Parallel vs. Parametric Complexity (Abstract)|1997|473|0|
1869526||1999|0|3179|
1869526||1999|0|3179|
1869588|Effects of FR-91 on Immune Cells from Healthy Individuals and from Patients with Non-Hodgkin Lymphoma|2009|0|1654|
1869644|Rendering with Non-uniform Concentric Mosaics|2000|0|0|
1869712|Acute HIV Infection Induces Mucosal Infiltration With CD4+ and CD8+ T Cells, Epithelial Apoptosis, and a Mucosal Barrier Defect|2010|0|3223|
1869838|The Nested Entity-Relationship Model|1989|195|0|
1869854|Language Switching and Language Representation in Spanish-English Bilinguals: An fMRI Study1|2001|0|407|
1870036|An Engineering Document Management System1|1993|0|0|
1870759||2011|0|0|Particle Physics - Experiment
1870840|A Short Proof of Representability of Fork Algebras|1995|0|30|
1870856||2009|0|14303|
1871402|E±cient construction of bounded degree and planar spanner for wireless network|2003|0|0|
1871804|Chromosome Numbers and Their Systematic Implications in Lipochaeta (Compositae: Heliantheae)|1977|0|8689|
1871885|Jet engine fan blade containment using an alternate geometry|2009|0|5426|Containment; Fan case; Blade off; Turbine engine; Very high strain rate material behavior
1872097|Realization study of superconducting fault current limiter|2011|0|0|
1872394|A Viewer-Centric Editor for Stereoscopic Cinema|2010|0|414|
1872416|Analysis of the hormone-binding domain of steroid receptors using chimeras generated by homologous recombination|2005|0|7665|Hormone-binding domain; Chimera; Steroid receptors
1872537|Functional Requirements & CHIL Cooperative Information System Software Design|2004|0|0|
1872776|Intercomparison of scanning probe microscopes|2002|0|5736|Scanning probe microscopy; Quantitative microscopy; Calibration; Comparison measurements; Calibration artifacts
1872891|Structural and functional characterization of the 5' region of subgenomic RNA5 of cucumber mosaic virus|2008|0|7487|
1873349|ANALOGS OF WIENER'S ERGODIC THEOREMS FOR SEMISIMPLE LIE GROUPS, II|1997|0|0|
1873400|Binärübertragung mit Tiefpasssignalen|0|0|0|
1873444|A Review of Image-based Rendering Techniques|2003|2339|0|Keywords: Image-based rendering, survey.
1873678|XPS of incommensurate and electronic structure of thallium chalcogenides|2007|0|16667|
1873915|Functional MRI in Surgical Planning|0|0|0|
1874064|General discussion|1978|0|15330|
1874276|Endovascular Stent Graft Treatment for Celiac Aneurysm with Behcet Syndrome|2009|0|21910|
1874448|The One-Dimensional Heat Equation (Cont’d.)|0|0|0|
1874507|Replica of human dentin treated with different desensitizing agents: a methodological SEM study in vitro|2002|0|19318|Key words: dentin hypersensitivity, replica.
1874629|Isolation of Fonsecaea pedrosoi from thorns of Mimosa pudica, a probable natural source of chromoblastomycosis|2004|0|1806|KEYWORDS: Chromoblastomycosis; Fonsecaea pedrosoi; Mimosa pudica; Thorns.
1875039|Using optical defocus to denoise|2010|838|0|
1875045|A Novel Distillate Policy for Batch Reactive Distillation with Application to the Production of Butyl Acetate<sup>†</sup>|1999|0|5383|
1875171|Partial Ornithine Transcarbamylase Deficiency|2003|0|4101|
1875263|The many faces of Ras: recognition of small GTP-binding proteins|2001|0|1825|Biochemistry; Cell biology; Structural biology
1875382||2010|0|2083|
1875859||0|0|0|
1875980|Fluoride substitution in the Mn cluster from Photosystem II: EPR and X-ray absorption spectroscopy studies|1995|0|1957|
1876873|Calcium Cycling and Signaling in Cardiac Myocytes|2008|0|1432|
1877223|A Genetic Algorithm for Multicriteria Flow Shop Scheduling|2000|0|0|
1877545|Extending SQL's Grant and Revoke Operations, to Limit and Reactivate Privileges|2000|622|0|
1878362|Parallel Unstructured AMR and Gigabit Networking for Beowulf-Class Clusters|2001|1490|0|
1878434|Achieving Multiagent Organisation by Organising Agent Experience|0|0|0|
1878712||1997|0|0|
1878808|NBER International Seminar on Macroeconomics 2012|0|0|0|
1878848|A Conceptual-Model-Based Computational Alembic for a Web of Knowledge|2008|195|0|
1879130|On P vs. NP, Geometric Complexity Theory, Explicit Proofs and the Complexity Barrier|2009|0|299|
1879496|A constructive solution for stabilization via immersion and invariance: The cart and pendulum system|2008|0|800|Nonlinear control systems; Stabilization; Pendulum-like systems; Invariant manifolds; System immersion
1880099|The Economic Consequences of Noise Traders|1987|0|0|
1880229|Use of reflectometry for determination of nitrate‐nitrogen in well water|1995|0|9113|
1880263|Computing All Homogeneous and Heterogeneous Azeotropes in Multicomponent Mixtures|1999|0|5383|
1880368|Selection of an RNA Molecule that Mimics a Major Autoantigenic Epitope of Human Insulin Receptor|1995|0|919|
1880461|Adding Morphological Information to a Connectionist Part-Of-Speech Tagger|2009|1827|0|
1880493|Spin fluctuations in the R 3T compounds (R  Gd, T  Ir, Rh)|1995|0|14303|
1880760|Origin of howardites, diogenites and eucrites - A mass balance constraint|1985|0|6327|
1880949|Assigning Grammatical Relations with a Back-off Model|1997|0|299|
1881723||2002|0|919|
1882114|Consumer Demand and Household Production: The Relationship between Fertility and Child Mortality.|1983|0|0|
1882285|A Generalized Kelly Mechanism and Its Nash|0|0|0|
1882384|Rivet: a flexible environment for computer systems visualization|2000|0|468|
1882558||2005|0|6681|
1882896|Simulating side slopes on locomotion interfaces using torso forces|2003|1043|0|
1883116|Moving Object Detection based on Temporal and Spatial Resolution Mosaic|2011|3342|0|
1883116|Moving Object Detection based on Temporal and Spatial Resolution Mosaic|2011|3342|0|
1883300|MML Estimation of the Parameters of the Sherical Fisher Distribution|1996|293|0|
1883438|Helping Behavior among Preschool Children: An Observational Study|1982|0|9577|
1883848|DEVELOPMENT AND EVALUATION OF AN HPLC/DAD METHOD FOR THE ANALYSIS OF PHENOLIC COMPOUNDS FROM OLIVE FRUITS|2002|0|2141|
1883921|The 'Dutch Disease': A Disease after All?|1984|0|0|
1884453|Toward Web Services Profiles for Trust and Security in Virtual Organisations|0|0|0|
1884572|On the Motion and Appearance of Specularities in Image Sequences|2002|657|0|
1884906|From Paradigmatic to Syntagmatic Communities: A Socio-Semiotic Approach to the Evolution Pattern of Online Travel Communities|2009|2686|0|Keywords: Web communities; Syntagmatic relationships; Top-Users; Top-User Generated Contents; Tourism communities; Web 2.0.
1884906|From Paradigmatic to Syntagmatic Communities: A Socio-Semiotic Approach to the Evolution Pattern of Online Travel Communities|2009|2686|0|Keywords: Web communities; Syntagmatic relationships; Top-Users; Top-User Generated Contents; Tourism communities; Web 2.0.
1886009|Aerodynamic study of three-dimensional larynx models using finite element methods|2008|0|8497|
1886192|Programmable Memory BIST and a New Synthesis Framework|1999|720|0|
1886340|Photonic slab heterostructures based on opals|2004|0|0|
1886966|Proposal for: a Grid Analysis Environment Service Architecture|0|0|0|
1886966|Proposal for: a Grid Analysis Environment Service Architecture|0|0|0|
1886982|REMOTE USABILITY EVALUATION AT A GLANCE |0|0|0|
1887279||2007|0|8002|
1887296|Open Distance Education at Southern Switzerland University of Applied Sciences: Some Results and Reflections|0|0|0|Keywords: Swiss Virtual Campus, Open distance learning, multilinguality
1887296|Open Distance Education at Southern Switzerland University of Applied Sciences: Some Results and Reflections|0|0|0|Keywords: Swiss Virtual Campus, Open distance learning, multilinguality
1887588||2006|0|3345|
1888520|Optical Packet Buffers with Active Queue Management|2007|1428|0|
1888788|Home Bias at the Fund Level|2008|0|1085|asset allocation,diversification,investment behaviour
1889186|Factores pronósticos y predictivos en el cáncer de mama temprano Prognostic and predictive factors in early breast cancer|2001|0|0|Key words: Breast cancer. Prognostic factor.
1889384|Aggressively scaled high-k last metal gate stack with low variability for 20nm logic high performance and low power applications|2011|0|0|Logic gates; Metals; Stress; Transistors; MOS devices; Process control; Strain; ; 
1889508|A Comparison oftheMostProbable NumbersofColiform Bacteria andEnterococci inRawSewagel|0|0|0|
1889845|Intragenic Copy Number Variation within Filaggrin Contributes to the Risk of Atopic Dermatitis with a Dose-Dependent Effect|2012|0|0|
1889845|Intragenic Copy Number Variation within Filaggrin Contributes to the Risk of Atopic Dermatitis with a Dose-Dependent Effect|2012|0|0|
1890383|Passivity-based PI control of switched power converters|2004|0|5342|Control of nonlinear systems; PI control; control of power converters; passivity-based control; stabilization
1890487|Cross-Layer Monitoring in Transparent Optical Networks|2011|0|4565|
1891001|Recent Refinements of Quantitative Microchemical Analysis of Tissues and Cells of the Inner Ear|1972|0|2430|
1891450|Towards effective and rewarding data sharing|2003|0|8048|
1892017|The Korteweg–de Vries hierarchy and long water-waves|1995|0|0|
1892863||2010|0|0|
1893087|Head and Neck Manifestations of Disseminated Coccidioidomycosis: |2004|0|3819|
1893820||2010|0|1941|Diesel contaminants; Natural sepiolite; Soot combustion; NOx adsorption
1893852|Nonlinear regression model to symbolic interval-valued variables|2008|2294|0|interval-valued variable; nonlinear regression; symbolic data analysis
1893911|Beam-Induced Nuclear Depolarization in a Gaseous Polarized-Hydrogen Target|1999|0|8570|
1894623|What's wrong with sentinel node mapping in colon cancer?|0|0|0|Key words: Sentinel node; Lymphatic mapping; Colon cancer
1894623|What's wrong with sentinel node mapping in colon cancer?|0|0|0|Key words: Sentinel node; Lymphatic mapping; Colon cancer
1894671|M. tuberculosis Ser/Thr Protein Kinase D Phosphorylates an Anti-Anti–Sigma Factor Homolog|2007|0|7524|
1894733|Mirroring others' emotions relates to empathy and interpersonal competence in children|2008|0|407|
1894819|A new field-oriented discrete-time controller for current-fed induction motors|1997|0|5188|Motor control; nonlinear control; nonlinear systems; discrete-time systems; discretization
1894951|Lanthanum Lutetium oxide integration in a gate-first process on SOI MOSFETs|2011|2949|0|Logic gates; Tin; Annealing; Silicon; MOSFETs; Chemicals; Extraterrestrial measurements; ; 
1895496|Crawling towards light: a large scale study of the evolution of web pages|2002|2365|0|
1896159|Changing Smokeless Tobacco Products|2007|0|2523|
1896180|An efficient algorithm for hidden surface removal|1989|0|468|
1896371|Polarized Range-Extended X-Ray Absorption Spectroscopy of Oriented Photosystem Ii Membranes in the S (1) State|2009|0|0|
1896385|Time domain global modeling of EM propagation in semiconductor using irregular grids|2000|4393|0|
1896396|Autonomous Decentralized Scheduling Algorithm for a Job-Shop Scheduling Problem with Complicated Constraints|1999|1219|0|
1896437|DIANA Scheduling Hierarchies for Optimizing Bulk Job Scheduling|2006|0|299|
1896541|Focus+Context Display of Web Pages: Implementation Alternatives|1997|0|0|
1897143|Nicotine Metabolism in Three Ethnic/Racial Groups with Different Risks of Lung Cancer|2008|0|2800|
1897256|Brainstorms: Philosophical Essays on Mind and Psychology|1978|0|0|
1897865|Darwin's Dangerous Idea-Evolution and the Meaning of Life|1995|0|0|
1898136|Frequency downshift in rapidly ionizing media|1994|0|8569|Electromagnetic  radiation interactions with plasma, Radio-frequency and microwave measurements
1898210|Nuclear androdioecy and gynodioecy|2003|0|7252|Key words or phrases: Androdioecy - Gynodioecy - Fitness - Pollen discounting - Rational map - Projective plane
1898363|Smooth coordination and navigation for multiple differential-drive robots|2010|1229|0|
1898534|An Efficient Algorithm for Hidden Surface Removal, II|1994|0|102|
1898651|Grenzen der Informationsübertragung|0|0|0|
1898838|Finite Schematizable Algebraic Logic|1997|0|30|
1899281|Noise Estimation from a Single Image|2006|838|0|
1899322|Malignancies Cryopreserved Arterial Allograft Reconstruction After Excision of Thoracic|0|0|0|
1899566|Temporal Conceptual Modelling with DL-Lite|2010|636|0|
1899606||2002|0|2083|
1899926|The Challenge of Integrating Knowledge Representation and Databases|1996|0|36|
1900287|Regulatory RNAs|2001|0|13385|Key words. Non-coding RNA; antisense RNA; regulatory RNA.
1900360|A Study of Improvements on the Performances of Load Flow Calculation in Newton Method|0|0|0|Keywords: power system, load flow calculation, Newton method, improvement.
1900974||2012|0|0|Particle Physics - Experiment
1901631|Editorial|2008|0|11717|
1901891|Src Family Kinases Are Required for Prolactin Induction of Cell Proliferation|0|0|0|
1902155|Quantitative Approaches to Fiscal Sustainability Analysis: A Case Study of Turkey since the Crisis of 2001|2009|0|5068|E61,E62,F34,C15
1902941|Chirurgisch-technische Aspekte der Nierentransplantation|2003|0|4429|
1903000|Crystal structure, magnetic and electrical properties of YFe4Al8 single crystals|1991|0|8582|
1903084|Entering Adolescence: Resistance to Peer Influence, Risky Behavior, and Neural Changes in Emotion Reactivity|2011|0|8057|
1903329|Field Test of In Situ Soil Amendments at the Tar Creek National Priorities List Superfund Site|2007|0|6091|
1903715||2012|0|0|Particle Physics - Experiment
1903944||2009|0|407|
1904040|Classification of Radiographs in the 'Image Retrieval in Medical Applications' - System|2000|2830|0|
1904351|Power Series|0|0|0|
1904565|A Flexible Framework for Transaction Management in Engineering Environments|1992|0|0|
1904935|Production diseases of the transition cow: Milk fever and subclinical hypocalcaemia|0|0|0|
1905067|NF1 mRNA biogenesis: Effect of the genomic milieu in splicing regulation of the NF1 exon 37 region|2006|0|1601|NF1; Splicing; Genomic context; Exonic splicing enhancers
1905067|NF1 mRNA biogenesis: Effect of the genomic milieu in splicing regulation of the NF1 exon 37 region|2006|0|1601|NF1; Splicing; Genomic context; Exonic splicing enhancers
1905413|Inline-Impedanzspektroskopie für flüssige Medien|2004|0|1973|
1905878|The impact of skull-stripping and radio-frequency bias correction on grey-matter segmentation for voxel-based morphometry|2007|0|407|
1906075|Measurement of the beam asymmetry Σ in <i>π</i><sup>0</sup><i>η</i> production off the proton with the CBELSA/TAPS experiment|0|0|0|
1906261|Influence of RNA Secondary Structure on the Pre-mRNA Splicing Process|2004|0|7758|
1906261|Influence of RNA Secondary Structure on the Pre-mRNA Splicing Process|2004|0|7758|
1906596|Automatic Speech Segmentation Based on Acoustical Clustering|2010|1594|0|
1906741||1992|0|6895|
1906915|Framework and Conceptual Model for Reconfiguration|1999|0|0|
1907016|Low-density parity-check codes for 40-gb/s optical transmission systems|2006|0|5318|Error floor; low-density parity-check (LDPC) codes; optical communications; turbo product codes
